Email,Name,ID,Section,Gender,Age,Department,Study_Hours_per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
aditya.das1562@gmail.com,Aditya Das,STU101562,A,Female,20,Mathematics,21.0,82.62,67.07,77.57,71.62,61.75,58.06,73.64,72.13,B
arjun.das1563@gmail.com,Arjun Das,STU101563,E,Female,21,Engineering,17.9,75.88,51.8,70.31,72.74,72.58,62.73,73.57,67.7,C
diya.sharma1564@gmail.com,Diya Sharma,STU101564,D,Female,18,Business,18.2,77.31,62.91,61.59,74.89,75.56,55.0,73.74,67.7,C
ananya.gupta1565@gmail.com,Ananya Gupta,STU101565,E,Male,17,Engineering,31.0,82.5,74.52,84.35,79.88,76.8,68.75,86.23,80.18,B
vihaan.kumar1566@gmail.com,Vihaan Kumar,STU101566,D,Male,19,Engineering,22.7,87.62,55.93,66.05,77.73,59.8,52.16,79.87,68.0,C
ananya.sharma1567@gmail.com,Ananya Sharma,STU101567,C,Male,19,Mathematics,27.2,85.46,70.26,75.39,76.8,68.69,55.52,88.24,75.2,B
arjun.chatterjee1568@gmail.com,Arjun Chatterjee,STU101568,D,Female,21,Business,18.1,80.52,65.52,61.91,65.81,67.27,50.37,74.61,66.31,C
myra.singh1569@gmail.com,Myra Singh,STU101569,A,Female,19,Business,16.8,75.67,54.5,70.1,67.4,56.42,47.3,77.68,65.38,C
reyansh.singh1570@gmail.com,Reyansh Singh,STU101570,D,Male,24,Engineering,13.4,75.84,55.64,54.23,67.6,55.53,52.54,68.18,60.12,C
arjun.iyer1571@gmail.com,Arjun Iyer,STU101571,B,Male,21,Business,17.7,73.61,52.42,62.09,66.67,55.99,63.0,75.05,62.73,C
krishna.iyer1572@gmail.com,Krishna Iyer,STU101572,A,Male,22,Business,18.8,78.74,58.39,55.57,71.89,60.02,54.22,73.5,63.07,C
ananya.verma1573@gmail.com,Ananya Verma,STU101573,D,Male,20,Mathematics,26.6,93.25,67.24,79.29,80.52,76.74,58.17,84.12,77.63,B
aditya.patel1574@gmail.com,Aditya Patel,STU101574,B,Male,22,CS,13.2,72.3,46.02,68.79,66.25,62.01,40.0,70.78,62.29,C
ishita.roy1575@gmail.com,Ishita Roy,STU101575,A,Female,21,Business,18.5,77.49,58.32,60.66,73.47,70.16,51.64,77.4,65.97,C
vivaan.das1576@gmail.com,Vivaan Das,STU101576,B,Male,20,CS,26.3,83.07,60.14,75.63,76.15,63.66,50.36,83.92,71.72,B
ananya.singh1577@gmail.com,Ananya Singh,STU101577,C,Male,19,CS,15.8,75.9,58.46,60.73,57.78,54.47,62.9,80.11,62.77,C
sara.patel1578@gmail.com,Sara Patel,STU101578,D,Female,19,Mathematics,20.5,77.41,65.48,60.13,60.61,66.66,52.72,77.65,65.03,C
ira.das1579@gmail.com,Ira Das,STU101579,C,Female,22,CS,28.3,91.79,63.83,64.29,81.66,70.72,57.31,92.39,72.66,B
ira.das1580@gmail.com,Ira Das,STU101580,B,Female,18,CS,12.3,71.97,51.38,61.46,61.58,65.73,42.08,67.81,60.61,C
ishita.iyer1581@gmail.com,Ishita Iyer,STU101581,A,Male,19,Business,14.4,74.66,52.92,62.73,74.52,62.3,51.13,74.1,64.24,C
myra.patel1582@gmail.com,Myra Patel,STU101582,C,Female,20,Mathematics,15.3,76.82,56.01,63.41,60.08,52.49,43.72,71.33,61.49,C
ishita.patel1583@gmail.com,Ishita Patel,STU101583,E,Male,24,Engineering,23.1,89.86,63.08,69.17,73.61,61.88,59.01,87.9,71.32,B
krishna.gupta1584@gmail.com,Krishna Gupta,STU101584,E,Female,22,Business,8.8,69.25,51.5,62.83,63.47,49.94,42.71,63.07,59.03,C
krishna.das1585@gmail.com,Krishna Das,STU101585,D,Female,22,Engineering,25.3,87.52,66.79,63.26,70.07,60.83,61.71,81.32,68.9,C
reyansh.das1586@gmail.com,Reyansh Das,STU101586,C,Female,20,CS,14.3,71.2,58.11,63.5,62.72,56.0,60.15,76.11,63.42,C
myra.iyer1587@gmail.com,Myra Iyer,STU101587,D,Male,17,Mathematics,21.9,81.66,61.74,66.91,69.37,56.5,56.43,80.15,67.48,C
reyansh.roy1588@gmail.com,Reyansh Roy,STU101588,E,Male,22,Mathematics,19.2,82.81,61.41,61.25,73.97,66.44,54.88,72.26,66.65,C
ishita.gupta1589@gmail.com,Ishita Gupta,STU101589,A,Male,18,Business,25.8,80.99,72.05,73.39,71.92,79.76,76.46,83.54,75.47,B
ananya.verma1590@gmail.com,Ananya Verma,STU101590,A,Female,20,Mathematics,18.5,86.52,45.3,72.98,56.69,67.78,54.76,78.64,65.49,C
diya.kumar1591@gmail.com,Diya Kumar,STU101591,A,Female,21,Engineering,18.5,80.99,53.84,66.78,69.63,64.94,51.58,73.64,65.78,C
aditya.sharma1592@gmail.com,Aditya Sharma,STU101592,E,Female,24,CS,22.4,84.9,60.73,71.47,73.74,76.81,52.08,84.58,71.88,B
arjun.iyer1593@gmail.com,Arjun Iyer,STU101593,C,Male,22,Engineering,11.3,75.1,54.83,50.03,61.72,51.94,50.05,70.34,57.47,C
sara.verma1594@gmail.com,Sara Verma,STU101594,B,Male,18,Mathematics,28.2,91.37,68.48,82.29,76.22,63.25,64.49,79.83,76.49,B
vivaan.verma1595@gmail.com,Vivaan Verma,STU101595,B,Male,18,Business,13.0,77.15,59.18,62.33,61.34,59.95,44.26,62.24,61.88,C
ishita.sharma1596@gmail.com,Ishita Sharma,STU101596,C,Male,22,CS,18.4,75.46,54.45,71.36,69.55,62.56,57.26,71.84,66.58,C
anika.gupta1597@gmail.com,Anika Gupta,STU101597,C,Female,18,Engineering,25.2,85.34,64.04,66.65,75.9,67.83,46.78,89.7,70.81,B
aditya.roy1598@gmail.com,Aditya Roy,STU101598,A,Female,22,Business,21.0,80.42,55.85,73.95,70.36,62.56,55.05,81.68,69.13,C
ananya.kumar1599@gmail.com,Ananya Kumar,STU101599,B,Female,19,CS,5.9,66.78,45.66,54.61,58.1,45.0,44.86,67.64,54.42,D
aadhya.das1600@gmail.com,Aadhya Das,STU101600,C,Female,22,Mathematics,14.3,69.55,48.22,59.15,57.29,53.2,57.11,77.16,58.83,C
vivaan.roy1601@gmail.com,Vivaan Roy,STU101601,D,Male,19,Engineering,18.9,78.04,62.39,65.01,66.34,65.95,52.55,75.04,66.46,C
anika.patel1602@gmail.com,Anika Patel,STU101602,E,Female,20,CS,23.7,80.69,65.44,69.44,73.43,69.27,59.18,78.51,70.74,B
aarav.patel1603@gmail.com,Aarav Patel,STU101603,C,Male,18,CS,5.0,63.14,45.92,60.04,52.68,50.85,52.25,60.13,55.12,C
vivaan.verma1604@gmail.com,Vivaan Verma,STU101604,C,Female,22,CS,22.0,85.38,62.06,69.44,74.47,56.66,49.02,87.75,69.84,C
anika.chatterjee1605@gmail.com,Anika Chatterjee,STU101605,A,Female,18,Business,9.4,71.7,52.17,51.95,63.45,53.09,43.8,67.71,56.98,C
navya.patel1606@gmail.com,Navya Patel,STU101606,E,Male,23,CS,22.8,81.97,62.76,72.71,68.96,61.55,65.55,80.48,70.39,B
ananya.das1607@gmail.com,Ananya Das,STU101607,C,Male,21,CS,31.8,87.19,61.13,82.05,84.66,76.95,58.64,85.68,77.46,B
myra.gupta1608@gmail.com,Myra Gupta,STU101608,A,Male,22,Engineering,14.8,73.85,43.72,57.93,69.15,62.19,53.0,65.64,59.31,C
sara.das1609@gmail.com,Sara Das,STU101609,D,Female,24,Business,23.9,81.98,62.17,62.78,74.65,63.97,52.05,79.67,67.63,C
aarav.verma1610@gmail.com,Aarav Verma,STU101610,E,Female,23,Engineering,23.9,77.44,56.78,69.38,73.64,63.66,45.41,81.75,67.77,C
vihaan.singh1611@gmail.com,Vihaan Singh,STU101611,C,Male,23,Engineering,16.5,73.38,52.58,63.97,63.57,60.33,45.43,69.28,61.81,C
diya.gupta1612@gmail.com,Diya Gupta,STU101612,B,Female,20,Engineering,22.3,88.47,60.81,67.97,74.8,59.72,58.3,75.43,69.05,C
riya.gupta1613@gmail.com,Riya Gupta,STU101613,E,Female,23,Business,18.4,77.58,59.17,58.18,66.93,61.01,47.38,73.05,62.86,C
aadhya.chatterjee1614@gmail.com,Aadhya Chatterjee,STU101614,C,Male,17,Mathematics,21.4,84.85,57.55,61.67,70.62,62.63,52.04,75.27,65.48,C
riya.patel1615@gmail.com,Riya Patel,STU101615,B,Female,17,Mathematics,5.0,65.3,48.52,50.25,58.56,55.79,46.15,62.14,54.19,D
sara.singh1616@gmail.com,Sara Singh,STU101616,C,Female,20,Mathematics,21.5,87.54,56.72,64.18,71.75,62.36,52.8,80.73,67.06,C
vivaan.das1617@gmail.com,Vivaan Das,STU101617,C,Male,22,Business,25.7,89.04,64.64,77.25,72.54,69.09,63.88,82.47,74.24,B
shaurya.kumar1618@gmail.com,Shaurya Kumar,STU101618,A,Female,18,Business,11.9,73.79,53.93,60.22,65.6,58.0,45.62,65.99,60.75,C
ishaan.patel1619@gmail.com,Ishaan Patel,STU101619,A,Male,22,Business,14.9,73.76,52.33,64.7,66.54,55.7,54.37,70.84,62.61,C
ananya.verma1620@gmail.com,Ananya Verma,STU101620,E,Male,19,CS,23.1,84.83,65.88,71.95,71.74,62.7,57.74,86.27,71.79,B
arjun.roy1621@gmail.com,Arjun Roy,STU101621,C,Male,17,Business,24.3,82.58,64.38,76.47,71.12,61.71,50.02,75.63,70.98,B
ananya.das1622@gmail.com,Ananya Das,STU101622,D,Male,23,CS,21.9,85.91,66.47,72.9,71.69,64.24,47.53,84.01,71.71,B
shaurya.das1623@gmail.com,Shaurya Das,STU101623,D,Female,24,Business,20.3,82.07,59.88,62.37,69.55,61.06,53.55,77.11,65.82,C
navya.singh1624@gmail.com,Navya Singh,STU101624,D,Female,18,Mathematics,22.9,81.9,71.92,64.68,78.9,60.98,56.26,86.29,71.35,B
riya.kumar1625@gmail.com,Riya Kumar,STU101625,B,Female,18,Engineering,22.5,82.43,58.17,67.81,76.49,65.36,58.28,84.75,69.62,C
aadhya.das1626@gmail.com,Aadhya Das,STU101626,C,Female,22,Business,18.8,79.16,62.56,75.52,64.76,60.14,49.93,78.53,69.16,C
vivaan.singh1627@gmail.com,Vivaan Singh,STU101627,B,Male,18,CS,21.9,78.61,72.09,63.81,71.3,67.7,62.01,77.74,69.76,C
ira.das1628@gmail.com,Ira Das,STU101628,D,Male,20,Business,18.4,78.03,58.65,64.16,67.51,62.62,55.29,75.23,65.46,C
reyansh.verma1629@gmail.com,Reyansh Verma,STU101629,D,Male,19,Mathematics,16.6,76.33,55.9,70.82,68.42,54.49,47.07,72.39,65.36,C
arjun.verma1630@gmail.com,Arjun Verma,STU101630,A,Male,20,Mathematics,20.5,81.1,55.59,62.67,73.2,60.32,49.66,85.42,66.07,C
arjun.iyer1631@gmail.com,Arjun Iyer,STU101631,B,Male,18,CS,14.3,73.93,50.4,57.57,62.46,54.42,41.86,69.32,58.58,C
aditya.iyer1632@gmail.com,Aditya Iyer,STU101632,B,Female,17,CS,23.0,82.33,62.88,72.21,74.42,65.0,65.86,73.65,70.79,B
ishita.chatterjee1633@gmail.com,Ishita Chatterjee,STU101633,C,Female,21,Business,24.7,92.92,69.4,76.95,76.77,61.89,64.89,80.78,75.29,B
ira.verma1634@gmail.com,Ira Verma,STU101634,C,Male,21,Business,11.5,71.24,52.0,55.16,64.01,48.67,48.48,71.61,58.12,C
aarav.gupta1635@gmail.com,Aarav Gupta,STU101635,C,Female,22,Mathematics,26.6,86.21,69.71,77.47,79.27,73.17,54.17,83.26,76.05,B
anika.roy1636@gmail.com,Anika Roy,STU101636,E,Male,24,Engineering,25.4,82.75,75.92,68.93,81.84,65.23,61.67,75.73,73.59,B
ishaan.singh1637@gmail.com,Ishaan Singh,STU101637,D,Male,23,Business,11.5,75.63,51.07,58.42,58.49,59.67,52.85,70.23,59.71,C
sai.chatterjee1638@gmail.com,Sai Chatterjee,STU101638,C,Female,24,Engineering,17.2,72.12,45.45,74.17,62.01,55.37,49.34,74.85,63.34,C
arjun.kumar1639@gmail.com,Arjun Kumar,STU101639,C,Male,18,Business,25.9,85.89,67.25,88.59,78.91,62.18,49.71,90.82,78.24,B
navya.verma1640@gmail.com,Navya Verma,STU101640,C,Female,21,Engineering,25.4,87.28,68.3,82.24,74.68,69.53,54.13,92.47,77.17,B
aadhya.roy1641@gmail.com,Aadhya Roy,STU101641,D,Male,22,Mathematics,27.8,87.86,71.7,68.44,83.84,68.25,59.03,89.53,74.96,B
arjun.iyer1642@gmail.com,Arjun Iyer,STU101642,D,Female,23,Mathematics,23.7,83.25,67.57,72.13,78.29,71.3,51.98,85.87,73.54,B
aditya.das1643@gmail.com,Aditya Das,STU101643,B,Female,20,CS,29.6,88.11,69.76,72.87,77.72,70.1,64.62,83.88,74.91,B
aditya.das1644@gmail.com,Aditya Das,STU101644,C,Female,24,Business,19.0,82.04,59.63,66.0,61.91,61.03,43.3,74.33,64.92,C
anika.verma1645@gmail.com,Anika Verma,STU101645,A,Female,24,Mathematics,21.3,86.42,63.98,65.54,78.28,59.3,46.76,79.12,69.02,C
vihaan.das1646@gmail.com,Vihaan Das,STU101646,C,Male,23,Engineering,29.7,89.35,72.06,73.37,78.41,69.93,54.63,83.26,75.17,B
aarav.verma1647@gmail.com,Aarav Verma,STU101647,D,Male,22,Mathematics,29.1,84.48,76.66,78.46,73.2,74.36,59.22,83.12,77.01,B
navya.kumar1648@gmail.com,Navya Kumar,STU101648,D,Female,18,CS,20.5,76.14,53.21,72.56,66.1,61.89,55.72,78.02,66.72,C
myra.gupta1649@gmail.com,Myra Gupta,STU101649,C,Female,23,Mathematics,17.3,78.56,52.25,65.64,66.13,62.33,49.24,77.37,64.35,C
anika.patel1650@gmail.com,Anika Patel,STU101650,D,Female,19,Business,9.0,72.32,47.45,53.17,59.16,55.15,44.82,70.0,56.3,C
ishaan.gupta1651@gmail.com,Ishaan Gupta,STU101651,C,Female,21,Business,17.3,75.4,56.23,68.68,70.72,64.17,51.61,78.72,66.87,C
arjun.sharma1652@gmail.com,Arjun Sharma,STU101652,E,Female,19,Engineering,20.7,87.8,62.45,72.01,73.97,65.13,54.2,73.98,70.59,B
vivaan.das1653@gmail.com,Vivaan Das,STU101653,A,Male,23,Mathematics,14.4,80.35,54.96,65.73,67.71,60.59,49.22,73.12,64.73,C
myra.sharma1654@gmail.com,Myra Sharma,STU101654,A,Female,18,Business,24.8,84.67,68.24,71.63,76.36,66.46,55.09,75.38,72.0,B
anika.sharma1655@gmail.com,Anika Sharma,STU101655,C,Female,19,Business,19.4,74.87,59.94,70.3,74.04,65.58,57.11,76.22,68.71,C
aarav.patel1656@gmail.com,Aarav Patel,STU101656,C,Female,19,Mathematics,27.5,89.66,67.14,75.13,82.22,67.87,71.8,82.92,75.94,B
sai.chatterjee1657@gmail.com,Sai Chatterjee,STU101657,E,Female,23,Mathematics,18.7,85.25,54.55,65.66,61.16,66.21,67.86,77.43,66.06,C
diya.patel1658@gmail.com,Diya Patel,STU101658,A,Female,17,Engineering,12.3,75.24,61.0,58.61,61.28,55.3,40.0,72.29,61.26,C
aditya.chatterjee1659@gmail.com,Aditya Chatterjee,STU101659,E,Male,21,Mathematics,22.8,86.92,65.16,61.1,75.81,62.52,55.83,78.03,68.27,C
anika.patel1660@gmail.com,Anika Patel,STU101660,C,Female,23,Business,24.2,89.45,65.49,71.61,74.95,65.81,50.99,80.31,71.93,B
vihaan.gupta1661@gmail.com,Vihaan Gupta,STU101661,E,Female,19,Business,16.8,76.27,57.94,69.98,71.28,58.35,44.84,73.49,66.33,C
vivaan.chatterjee1662@gmail.com,Vivaan Chatterjee,STU101662,A,Female,17,Engineering,5.0,66.22,45.93,48.26,50.0,45.0,45.88,61.3,50.71,D
navya.singh1663@gmail.com,Navya Singh,STU101663,E,Male,21,Mathematics,28.7,85.62,69.01,79.4,76.63,71.37,52.41,78.67,75.31,B
ananya.verma1664@gmail.com,Ananya Verma,STU101664,C,Female,22,Mathematics,15.7,73.39,52.45,56.14,63.76,60.26,49.17,76.66,60.38,C
arjun.patel1665@gmail.com,Arjun Patel,STU101665,E,Female,23,Engineering,27.1,86.37,68.56,76.87,74.75,67.2,62.33,90.37,75.5,B
ishita.das1666@gmail.com,Ishita Das,STU101666,C,Male,22,Mathematics,20.4,81.38,62.91,63.03,67.52,58.18,57.95,73.05,65.78,C
ananya.verma1667@gmail.com,Ananya Verma,STU101667,C,Female,23,Business,21.5,81.41,60.13,58.6,65.08,63.12,52.64,79.4,64.39,C
riya.patel1668@gmail.com,Riya Patel,STU101668,C,Female,21,Mathematics,27.4,90.5,61.83,66.11,73.82,72.44,50.85,85.52,70.66,B
navya.kumar1669@gmail.com,Navya Kumar,STU101669,B,Female,23,Business,25.6,88.19,62.56,70.95,74.05,70.83,54.91,78.94,71.45,B
riya.verma1670@gmail.com,Riya Verma,STU101670,A,Male,17,Mathematics,25.8,86.65,69.39,71.45,66.55,67.22,63.08,86.97,72.53,B
ishita.sharma1671@gmail.com,Ishita Sharma,STU101671,C,Male,24,Engineering,22.5,81.85,66.49,67.44,71.7,63.5,60.37,77.82,69.62,C
sara.gupta1672@gmail.com,Sara Gupta,STU101672,A,Male,19,Mathematics,21.8,86.42,65.73,72.65,78.17,72.48,53.68,72.62,72.5,B
aadhya.patel1673@gmail.com,Aadhya Patel,STU101673,D,Female,21,Mathematics,12.7,70.02,54.16,61.24,66.05,53.01,42.54,62.95,59.84,C
shaurya.gupta1674@gmail.com,Shaurya Gupta,STU101674,C,Female,17,CS,17.6,74.84,56.35,70.95,64.64,59.48,45.92,71.95,65.17,C
sai.chatterjee1675@gmail.com,Sai Chatterjee,STU101675,B,Male,20,Mathematics,14.3,75.08,55.8,68.88,64.01,47.38,60.16,68.5,63.53,C
reyansh.gupta1676@gmail.com,Reyansh Gupta,STU101676,D,Female,17,Engineering,24.1,79.79,65.31,70.2,70.56,60.36,47.96,77.84,68.9,C
krishna.sharma1677@gmail.com,Krishna Sharma,STU101677,D,Female,19,Business,19.2,84.28,58.41,60.45,67.98,50.62,50.7,74.94,63.53,C
ananya.kumar1678@gmail.com,Ananya Kumar,STU101678,B,Female,23,Business,23.1,82.85,62.62,72.2,77.25,67.07,57.49,76.41,71.28,B
reyansh.singh1679@gmail.com,Reyansh Singh,STU101679,C,Female,17,CS,17.2,80.61,58.75,76.51,66.53,72.98,49.51,71.88,69.7,C
aadhya.roy1680@gmail.com,Aadhya Roy,STU101680,A,Male,21,Business,22.8,76.21,64.7,79.65,73.35,69.32,45.07,84.01,73.04,B
riya.singh1681@gmail.com,Riya Singh,STU101681,D,Female,24,CS,21.6,77.8,59.9,78.99,78.68,55.74,58.95,84.95,72.28,B
reyansh.kumar1682@gmail.com,Reyansh Kumar,STU101682,C,Male,24,Engineering,31.0,88.61,74.09,78.44,89.49,68.33,56.05,85.92,78.86,B
vivaan.verma1683@gmail.com,Vivaan Verma,STU101683,D,Female,20,Business,24.5,88.83,56.59,77.61,68.44,73.1,66.19,75.45,71.91,B
arjun.patel1684@gmail.com,Arjun Patel,STU101684,E,Male,24,CS,15.3,75.28,53.15,55.87,65.75,61.12,55.04,66.95,60.34,C
sara.kumar1685@gmail.com,Sara Kumar,STU101685,A,Female,23,Mathematics,15.0,75.17,54.24,58.09,67.94,67.2,50.46,76.8,62.9,C
arjun.singh1686@gmail.com,Arjun Singh,STU101686,B,Female,19,Engineering,17.6,77.84,56.19,71.3,66.12,61.68,48.18,81.19,67.03,C
arjun.patel1687@gmail.com,Arjun Patel,STU101687,D,Female,21,Engineering,18.7,78.75,58.17,67.49,74.99,61.31,55.13,79.12,67.81,C
myra.gupta1688@gmail.com,Myra Gupta,STU101688,D,Female,23,CS,9.9,69.1,49.75,55.62,59.62,57.2,40.41,68.4,57.07,C
navya.das1689@gmail.com,Navya Das,STU101689,C,Female,18,Mathematics,17.6,73.89,58.17,66.7,61.6,69.16,57.2,73.93,65.44,C
diya.singh1690@gmail.com,Diya Singh,STU101690,B,Male,21,CS,26.2,87.49,56.4,75.77,78.98,58.41,67.57,82.69,72.1,B
aditya.roy1691@gmail.com,Aditya Roy,STU101691,B,Female,24,Mathematics,28.6,87.08,59.95,71.01,70.62,69.44,64.51,84.07,71.17,B
riya.roy1692@gmail.com,Riya Roy,STU101692,D,Male,22,CS,13.6,73.22,57.57,62.36,68.79,57.61,51.17,75.9,63.77,C
sai.chatterjee1693@gmail.com,Sai Chatterjee,STU101693,B,Male,17,CS,23.7,83.77,64.92,72.21,69.81,64.8,64.58,81.11,71.32,B
vihaan.singh1694@gmail.com,Vihaan Singh,STU101694,B,Female,18,CS,21.6,81.08,57.93,69.1,69.01,61.22,64.04,85.73,68.67,C
krishna.kumar1695@gmail.com,Krishna Kumar,STU101695,D,Female,23,CS,25.1,86.89,69.48,71.45,76.51,62.01,58.06,82.57,72.86,B
navya.patel1696@gmail.com,Navya Patel,STU101696,B,Male,18,Mathematics,20.0,82.03,55.96,61.54,71.23,63.9,41.43,74.17,64.42,C
navya.verma1697@gmail.com,Navya Verma,STU101697,C,Female,22,CS,18.0,75.76,58.98,64.24,66.99,61.46,53.18,77.01,65.2,C
anika.chatterjee1698@gmail.com,Anika Chatterjee,STU101698,D,Male,22,CS,17.2,79.34,48.67,59.05,69.31,67.5,40.0,68.97,61.43,C
aditya.gupta1699@gmail.com,Aditya Gupta,STU101699,E,Female,17,Business,23.1,84.59,59.74,71.23,73.4,59.4,55.93,84.62,69.98,C
shaurya.sharma1700@gmail.com,Shaurya Sharma,STU101700,E,Male,21,Mathematics,24.6,82.37,59.2,76.07,76.19,61.64,47.24,83.15,71.17,B
shaurya.das1701@gmail.com,Shaurya Das,STU101701,D,Male,17,CS,23.4,81.53,63.5,73.26,66.96,61.12,53.63,76.66,69.33,C
diya.verma1702@gmail.com,Diya Verma,STU101702,E,Female,19,Business,11.5,69.09,47.61,48.62,62.83,51.37,47.1,62.92,54.23,D
aarav.das1703@gmail.com,Aarav Das,STU101703,E,Female,17,Business,7.3,65.32,45.55,58.84,56.25,56.55,48.8,65.24,56.35,C
riya.chatterjee1704@gmail.com,Riya Chatterjee,STU101704,C,Male,18,CS,15.3,81.5,43.67,60.78,62.07,59.33,51.67,77.97,60.74,C
ira.kumar1705@gmail.com,Ira Kumar,STU101705,A,Female,18,Business,21.2,76.84,62.64,74.52,75.07,57.49,53.84,79.19,70.19,B
sai.sharma1706@gmail.com,Sai Sharma,STU101706,C,Female,21,CS,30.5,94.84,63.97,71.71,85.57,66.4,64.35,90.42,75.53,B
vivaan.gupta1707@gmail.com,Vivaan Gupta,STU101707,C,Female,24,Business,27.1,91.76,72.84,80.93,77.14,69.1,59.67,86.57,78.15,B
myra.patel1708@gmail.com,Myra Patel,STU101708,E,Male,22,Business,17.8,70.61,61.39,56.44,59.3,63.92,50.01,73.85,61.44,C
aditya.chatterjee1709@gmail.com,Aditya Chatterjee,STU101709,D,Female,21,Business,23.8,90.45,52.39,70.67,81.77,69.25,52.92,84.8,71.04,B
ira.das1710@gmail.com,Ira Das,STU101710,E,Female,18,Engineering,19.8,82.54,51.56,69.76,70.48,74.13,51.54,76.86,67.74,C
sai.iyer1711@gmail.com,Sai Iyer,STU101711,C,Female,21,Mathematics,18.9,85.56,64.13,61.53,71.87,69.42,55.64,75.08,67.85,C
ishaan.singh1712@gmail.com,Ishaan Singh,STU101712,D,Male,22,CS,14.4,73.56,49.73,60.18,60.81,64.02,50.86,70.79,60.5,C
ishita.sharma1713@gmail.com,Ishita Sharma,STU101713,D,Female,18,CS,18.8,80.1,59.68,59.5,74.27,52.58,55.54,81.07,65.08,C
ira.sharma1714@gmail.com,Ira Sharma,STU101714,D,Male,17,Engineering,18.2,79.97,61.15,63.65,67.35,59.86,48.31,76.19,65.45,C
navya.roy1715@gmail.com,Navya Roy,STU101715,D,Male,20,Business,17.2,77.58,57.96,68.0,69.97,62.57,48.79,69.17,65.86,C
ishita.singh1716@gmail.com,Ishita Singh,STU101716,D,Male,21,Mathematics,13.4,75.56,54.49,60.61,62.62,56.01,46.84,65.66,60.54,C
aarav.kumar1717@gmail.com,Aarav Kumar,STU101717,C,Male,20,Engineering,32.6,93.87,81.07,88.87,76.9,79.74,50.34,87.65,83.05,B
ishaan.kumar1718@gmail.com,Ishaan Kumar,STU101718,A,Male,18,Business,15.0,78.67,51.08,62.68,65.12,50.48,52.24,74.15,61.73,C
ishaan.verma1719@gmail.com,Ishaan Verma,STU101719,C,Male,18,Business,21.1,82.03,48.44,63.59,73.23,65.07,58.41,78.74,65.25,C
ananya.gupta1720@gmail.com,Ananya Gupta,STU101720,A,Female,17,Mathematics,18.3,76.76,59.08,60.75,68.75,54.84,49.83,76.33,63.64,C
navya.gupta1721@gmail.com,Navya Gupta,STU101721,B,Male,24,Engineering,23.5,88.6,64.92,67.19,70.68,59.71,56.57,80.63,69.47,C
aditya.patel1722@gmail.com,Aditya Patel,STU101722,C,Female,18,Business,14.2,79.21,51.07,59.51,63.55,51.76,41.19,66.86,59.44,C
riya.patel1723@gmail.com,Riya Patel,STU101723,A,Male,24,Business,24.1,85.1,64.97,76.94,70.45,62.76,61.91,82.52,72.78,B
shaurya.kumar1724@gmail.com,Shaurya Kumar,STU101724,A,Male,17,Engineering,21.4,83.68,60.4,66.73,73.64,68.5,54.89,76.54,68.76,C
diya.sharma1725@gmail.com,Diya Sharma,STU101725,E,Male,20,CS,21.2,82.24,62.13,66.79,65.52,61.55,58.49,74.79,67.07,C
shaurya.verma1726@gmail.com,Shaurya Verma,STU101726,E,Female,18,CS,21.7,84.47,68.91,71.45,71.29,63.4,59.93,79.05,71.6,B
ishaan.sharma1727@gmail.com,Ishaan Sharma,STU101727,C,Male,17,Mathematics,19.9,79.73,53.95,57.6,72.66,67.56,62.46,75.62,64.38,C
krishna.singh1728@gmail.com,Krishna Singh,STU101728,D,Female,19,CS,16.6,77.06,48.3,71.12,66.46,59.3,54.82,76.17,64.96,C
krishna.verma1729@gmail.com,Krishna Verma,STU101729,D,Female,23,Business,12.0,68.75,45.43,59.95,63.89,61.16,51.3,69.91,59.2,C
krishna.chatterjee1730@gmail.com,Krishna Chatterjee,STU101730,C,Male,20,Engineering,10.8,69.2,57.92,68.52,58.87,50.19,41.76,71.18,62.12,C
krishna.roy1731@gmail.com,Krishna Roy,STU101731,A,Female,17,Business,26.4,88.33,61.86,70.87,81.74,68.18,62.34,89.82,73.65,B
ishita.das1732@gmail.com,Ishita Das,STU101732,B,Female,22,Engineering,25.6,85.4,71.78,70.46,73.77,74.25,67.32,86.13,74.5,B
reyansh.das1733@gmail.com,Reyansh Das,STU101733,E,Female,20,Mathematics,17.9,77.02,49.27,60.24,66.73,66.58,56.59,80.21,63.15,C
ananya.roy1734@gmail.com,Ananya Roy,STU101734,C,Male,21,Engineering,17.5,73.61,56.71,58.77,65.49,67.71,58.86,69.71,62.84,C
reyansh.singh1735@gmail.com,Reyansh Singh,STU101735,D,Male,20,Engineering,20.7,83.55,57.21,67.92,74.68,61.71,46.23,78.65,67.72,C
aditya.gupta1736@gmail.com,Aditya Gupta,STU101736,C,Male,19,Mathematics,17.1,76.97,56.9,59.55,69.49,58.63,46.08,70.74,62.61,C
arjun.patel1737@gmail.com,Arjun Patel,STU101737,D,Male,19,Engineering,30.5,89.57,69.59,82.04,81.61,78.35,68.81,87.31,79.74,B
vihaan.roy1738@gmail.com,Vihaan Roy,STU101738,C,Female,23,Business,16.4,80.25,47.97,65.41,66.93,59.83,56.38,64.09,62.49,C
anika.iyer1739@gmail.com,Anika Iyer,STU101739,E,Male,23,Engineering,15.5,71.96,61.52,54.72,58.09,52.56,54.39,64.14,59.02,C
